title,salary,desc,company_name,company_address,min_salary,max_salary,address_lat,address_lon,categories
Специалист по продвижению услуг,от 25 000 руб.,"Если ты хочешь получить хороший опыт, либо хочешь работать, совмещая с учёбой, работой или семьёй и при этом хорошо зарабатывать. Тогда тебе к нам! Приглашаем на вакансию Специалист (агент) по продвижению услуг. Откликайся или звони! Что предлагаем мы: Сумма дохода не ограничена, выбирай подходящий…",Ростелеком Контакт-Центр,Удаленная работа,25000.0,,,,другое
Оператор колл-центра,20 000 — 25 000 руб.,"Современный контактный центр ""Art-tell"" набирает новых операторов на удалённую работу. Мы специализируемся на проведении социологических опросов и информационных обзвонах. Обязанности: Проведение опроса по скрипту (заготовленному сценарию). Требования: Грамотная речь. Коммуникабельность. Серьезное отношение…",Арт-Телл,Удаленная работа,20000.0,25000.0,,,оператор
Проектный менеджер,до 100 000 руб.,"В федеральном аутсорсинговом контактном центре SMARTER открыта вакансия проектного менеджера. Наша компания зарабатывает репутацию перед клиентами более 9 лет и показывает высокие результаты на рынке, реализуя проекты наших партнеров для медицинских центров, телекоммуникационных компаний, сегмента ритейла…",Smarter,Удаленная работа,,100000.0,,,менеджер
Проектный менеджер,до 100 000 руб.,"В федеральном аутсорсинговом контактном центре SMARTER открыта вакансия проектного менеджера. Наша компания зарабатывает репутацию перед клиентами более 9 лет и показывает высокие результаты на рынке, реализуя проекты наших партнеров для медицинских центров, телекоммуникационных компаний, сегмента ритейла…",Smarter,Удаленная работа,,100000.0,,,менеджер
Проектный менеджер,до 100 000 руб.,"В федеральном аутсорсинговом контактном центре SMARTER открыта вакансия проектного менеджера. Наша компания зарабатывает репутацию перед клиентами более 9 лет и показывает высокие результаты на рынке, реализуя проекты наших партнеров для медицинских центров, телекоммуникационных компаний, сегмента ритейла…",Smarter,Удаленная работа,,100000.0,,,менеджер
Менеджер по продажам (удаленно),30 000 — 100 000 руб.,"Вакансия компании «Курьер Сервис Экспресс» Компания «Курьер Сервис Экспресс», одна из крупнейших курьерских компаний в России, приглашает кандидата на вакансию Удаленный менеджер по продажам. Обязанности: Привлечение новых клиентов посредством входящих и исходящих звонков; Работа с существующей клиентской…",jobcart,Удаленная работа,30000.0,100000.0,,,менеджер
Специалист по работе с клиентами на входящей линии (удаленно),25 000 — 50 000 руб.,"Вакансия компании: Call-Network; Мы самый быстрорастущий аутсорсинговый контакт-центр в России! Мы молоды, но предельно амбициозны. Более 200 полностью оборудованных рабочих мест. Более 500 сотрудников работают на нас удаленно! Приходи - сделай нашу команду еще сильнее!Колл-Нетворк - лидер по росту…","JCat, сервис размещения объявлений",Удаленная работа,25000.0,50000.0,,,другое
Оператор на проверку заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на проверку заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на проверку заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на проверку заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на проверку заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Оператор на обработку входящих заявок,50 000 — 75 000 руб.,"Вакансия компании: ПРОФ-ОРГ; Наша компания по трудоустройству «ПРОФ-ОРГ» осуществляет подбор линейного персонала для компаний – заказчиков. Мы позиционируем себя, как ресурс, который использует самые последние технологии в сфере трудоустройства и оптимизации рекрутеринга, которые позволяют находить…","JCat, сервис размещения объявлений",Удаленная работа,50000.0,75000.0,,,оператор
Менеджер интернет -магазина (удаленно),от 40 000 руб.,"Вакансия компании: ООО ""НОВЕЛ ТРЕНД"" Компания реализует дизайнерский ремонт квартир с учетом разных идей, эстетики и трендов. Мы современная компания, которая с каждым годом развивается и совершенствуется! В связи с этим ведётся активный поиск профессиональных сотрудников. Условия; График работы с 9:00…","JCat, сервис размещения объявлений",Удаленная работа,40000.0,,,,менеджер
Личный помощник руководителя,42 000 — 48 000 руб.,"Вакансия компании: ИП Кудрявцев Максим Юрьевич; Эффективный маркетинг для IT. От разработки стратегии, позиционирования и упаковки в продающий сайт до реализации комплексного продвижения и достижения целей заказчика. В маркетинговое агентство требуется ассистент/помощник руководителя. Опыт не обязателен…","JCat, сервис размещения объявлений",Удаленная работа,42000.0,48000.0,,,другое
Менеджер по продажам,от 30 000 руб.,"Наша компания реализует товары для дома, детей и взрослых уже более 4х лет на различных интернет площадках страны. Однако не все каналы продаж активны и результативны, поэтому нам требуется менеджер по продажам, который готов реализовывать товар различными способами. Что будет входить в задачи? Первый…",Современные технологии,Удаленная работа,30000.0,,,,менеджер
Оператор,40 000 — 60 000 руб.,Ввод данных в базу; Создание информационного архива. Требования: Наличие ПК или смартфоном; Пунктуальность; Условия: Можно будет подобрать подходящий график; Бонусы за результат; Оплата два раза в неделю;,Андрейченко Виктория Александровна,Удаленная работа,40000.0,60000.0,,,оператор
Менеджер по продажам ПО,60 000 — 100 000 руб.,"Вакансия компании: ООО ""Компания АГНЕКО"" Группа компаний AGNEKO работает на рынке ИТ с 1999 года. Являемся системными интеграторами программных решений для управления оборудованием и информационными ресурсами: Систем управления заявками; Администрирования и мониторинга сетей связи и ПК; Анализа трафика…",Jobers,Удаленная работа,60000.0,100000.0,,,менеджер
Менеджер по корпоративным продажам,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Менеджер по корпоративным продажам,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Менеджер по корпоративным продажам,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Менеджер по корпоративным продажам,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Менеджер по продажам,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Специалист call-центра,35 000 — 45 000 руб.,"Мы INSOFT - это успешно развивающаяся компания с 15-летним опытом работы на рынке аутсорсинговых сall-центров, мы входим в ТОП-10 ведущих контактных центров страны. Мы успешно реализовали более 2500 крупных проектов и продолжаем развивать новые направления! В связи с активным развитием Компании, мы…","Телекоммуникационная компания ""INSOFT""",Удаленная работа,35000.0,45000.0,,,другое
Специалист call-центра,от 45 000 руб.,"Оператор колл-центра в крупнейший в мире онлайн-банк. Удаленная работа. Предусмотрена частичная занятость. Обязанности: Звонки потенциальным клиентам по готовой базе с целью продажи банковских продуктов. Требования: Рассматриваем без опыта работы. В команде есть опытные бизнес-тренеры, которые помогут…","Кадровое агентство ""Пальма-HR""",Удаленная работа,45000.0,,,,другое
Оператор контакт-центра,40 000 — 80 000 руб.,"Привет, мы запустили линейку новых тарифов. Она классная и современная, и некоторым клиентам нужна помощь, чтобы на нее перейти. Ищем специалистов, которые смогут правильно рассказать о тарифе и подключить его. Поэтому приглашаем тебя в команду билайна. Что тебе предстоит делать: Общаться с действующими…",Билайн,Удаленная работа,40000.0,80000.0,,,оператор
Системный администратор Help-Desk,30 000 — 50 000 руб.,"Вакансия компании: ООО ""КТО"" В динамично развивающйся сервисной IT компании появилась новая вакансия на выездного IT инженера. Мы сосредоточены на обслуживании сети пиццерий Додопицца по системе единого окна. С этой позиции начинается рост от инженера в тех поддержке до руководителя направления обслуживания…","JCat, сервис размещения объявлений",Удаленная работа,30000.0,50000.0,,,администратор
Оператор,40 000 — 55 000 руб.,Ввод данных в базу; Создание информационного архива. Требования: Наличие ПК или смартфоном; Пунктуальность; Условия: Можно будет подобрать подходящий график; Бонусы за результат; Оплата два раза в неделю;,Андрейченко Виктория Александровна,Удаленная работа,40000.0,55000.0,,,оператор
Менеджер по продажам в интернет-магазин,70 000 — 110 000 руб.,"Вакансия компании: СтройПлюс; Компания ""СтройПлюс"" уже более года успешно работает на всех маркетплейсах, реализуя товары для строительства и ремонта. Основным преимуществом компании являются доступные цены,но при этом хорошее качество. Открыта вакансия менеджера по продажам в интернет-магазин без звонков…","JCat, сервис размещения объявлений",Удаленная работа,70000.0,110000.0,,,менеджер
Менеджер по продажам (удаленно),от 40 000 руб.,"Вакансия компании: ООО ""НОВЕЛ ТРЕНД"" Компания реализует дизайнерский ремонт квартир с учетом разных идей, эстетики и трендов. Мы современная компания, которая с каждым годом развивается и совершенствуется! В связи с этим ведётся активный поиск профессиональных сотрудников. Условия; График работы с 9:00…","JCat, сервис размещения объявлений",Удаленная работа,40000.0,,,,менеджер
Менеджер по продаже услуг В2В,80 000 — 140 000 руб.,Вакансия компании: МЭНСИС; Ведущая компания по разработке ПО для рекрутмента и поиска сотрудников. Компания создает условия для получения дохода сотрудников в соответтвии с их способностями. Это практически делает сотрудников партнерами. MANSYS Technology разрабатвает и внедряет инновацинные цифровые…,"JCat, сервис размещения объявлений",Удаленная работа,80000.0,140000.0,,,менеджер
Оператор call-центра,30 000 — 35 000 руб.,"Присоединяйтесь к федеральному аутсорсинговому контакт-центру SMARTER! За 9 лет работы мы реализовали проекты для многих крупных компаний. У нас есть офисные сотрудники в 8 городах России и ближнего зарубежья, а также сотрудники, работающие в режиме домашнего офиса по всему СНГ. Вы можете работать в…",Smarter,Удаленная работа,30000.0,35000.0,,,оператор
Менеджер по продажам,30 000 — 100 000 руб.,Вакансия компании: SMM-агентство Instar Media ИП Ахмадуллина А.А. SMM-агентство Instar Media: продвижение БЬЮТИ-бизнесов и экспертов в социальных сетях более 3 лет. В нашей команде: таргетологи смм-специалисты копирайтеры дизайнеры сторисмейкеры комьюнити-менеджеры инфлюенс-менеджеры. Клиенты работаю…,"JCat, сервис размещения объявлений",Удаленная работа,30000.0,100000.0,,,менеджер
Менеджер по туризму,20 000 — 100 000 руб.,"Внимание! Конкурс на вакансию открыт до 30.12.2022! Необходимый опыт работы: не требуется; Частичная или полная занятость, удаленная работа ТОЛЬКО ДЛЯ САМОЗАНЯТЫХ; Возможна подработка: сменами по 4-6 часов, по выходным или по вечерам; Алоха, дорогой соискатель! Позволь рассказать тебе несколько слов…",Алоха регионы,Удаленная работа,20000.0,100000.0,,,менеджер
Менеджер по продажам b2b,от 35 000 руб.,"В федеральной компании SMARTER открыта вакансия менеджера в отдел, который занимается продвижением услуг контактного центра (от анкетирования до сопровождения полного цикла коммуникаций с клиентами и сервис онлайн-кредитования для реализации товаров и услуг партнеров в кредит). Реализуя проекты наших…",Smarter,Удаленная работа,35000.0,,,,менеджер
Оператор,40 000 — 50 000 руб.,"Регистрация новых заявок; Внесение информации; Работа в CRM системе. Требования: Знание MS Office; Пунктуальность, ответственность; Высокая скорость печати. Мы предлагаем: Оформление строго по ТК РФ; Официальную зарплату; Удобный график работы;",Андрейченко Виктория Александровна,Удаленная работа,40000.0,50000.0,,,оператор
Страховой агент (удаленно),20 000 — 60 000 руб.,"Внимание! Конкурс на вакансию открыт до 31.12.2022! Необходимый опыт работы: не требуется; Частичная или полная занятость, удаленная работа ТОЛЬКО ДЛЯ САМОЗАНЯТЫХ; Возможна подработка: сменами по 3-4 часа, по выходным или по вечерам; Алоха, дорогой соискатель! Позволь рассказать тебе несколько слов…",Алоха регионы,Удаленная работа,20000.0,60000.0,,,другое
Инцидент-менеджер (руководитель группы),по договоренности,"СберЗдоровье - крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об IT в цифрах: 3 бизнес-направления; 15…",СберЗдоровье,Удаленная работа,,,,,руководитель
DevOps Engineer,по договоренности,"СберЗдоровье - аккредитованная IT-компания, крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об IT в цифрах:…",СберЗдоровье,Удаленная работа,,,,,другое
Оператор ( удаленно),до 20 000 руб.,"Центр коммуникаций VOXYS – лидер рынка клиентского сервиса России. 20 лет экспертизы и опыта, крупнейшие компании страны в числе клиентов, ТОП-50 рейтинга работодателей. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Прием и обработка входящих звонков от действующих клиентов; Поддержка и решение вопросов клиентов, обратившихся…",Voxys,Удаленная работа,,20000.0,,,оператор
Оператор (удалённо),до 20 000 руб.,"Центр коммуникаций VOXYS – лидер рынка клиентского сервиса России. 20 лет экспертизы и опыта, крупнейшие компании страны в числе клиентов, ТОП-50 рейтинга работодателей. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Прием и обработка входящих звонков от действующих клиентов; Поддержка и решение вопросов клиентов, обратившихся…",Voxys,Удаленная работа,,20000.0,,,оператор
Оператор (удалённо),до 20 000 руб.,"Центр коммуникаций VOXYS – лидер рынка клиентского сервиса России. 20 лет экспертизы и опыта, крупнейшие компании страны в числе клиентов, ТОП-50 рейтинга работодателей. ЧЕМ ПРЕДСТОИТ ЗАНИМАТЬСЯ: Прием и обработка входящих звонков от действующих клиентов; Поддержка и решение вопросов клиентов, обратившихся…",Voxys,Удаленная работа,,20000.0,,,оператор
QA Full Stack Engineer,по договоренности,"СберЗдоровье - аккредитованная IT-компания, крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об IT в цифрах:…",СберЗдоровье,Удаленная работа,,,,,другое
Технический копирайтер / Tech PR,по договоренности,"Мы ищем внештатного автора с опытом работы Тех. Копирайтера. Что нужно будет делать: Писать статьи для профильных IT СМИ и интернет-ресурсов: лонгриды, стори-теллинг, экспертные статьи и комментарии. Иногда брать интервью и расшифровывать выступления наших ребят с конференций. Помогать профильным специалистам…",СберЗдоровье,Удаленная работа,,,,,другое
Frontend react developer (remote),по договоренности,"СберЗдоровье - аккредитованная IT-компания, крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об IT в цифрах:…",СберЗдоровье,Удаленная работа,,,,,программист
"Backend Developer (PHP, Symfony)",по договоренности,"СберЗдоровье - аккредитованная IT-компания, крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об ИТ в цифрах:…",СберЗдоровье,Удаленная работа,,,,,программист
Mid+/ Sr Backend Developer (PHP),по договоренности,"СберЗдоровье - аккредитованная IT-компания, крупнейшая в России Digital Health платформа, объединяющая различные сервисы цифровой медицины. Сервис начал свою работу в 2012 году под брендом DocDoc. Мы помогли миллионам людей получить помощь и продолжаем повышать качество медицинских услуг. Об ИТ в цифрах:…",СберЗдоровье,Удаленная работа,,,,,программист
Project Manager,по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,другое
Front end developer,по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,программист
Системный инженер в инфраструĸтурную группу (DevOps),по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,другое
Инженер - разработчик Ruby (Unity),по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,программист
Системный архитектор (Отдел методологии IT),по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,другое
Системный инженер (SaaS),по договоренности,"Rambler&Co занимает первое место среди медиахолдингов России по размеру ежемесячной аудитории — свыше 47,7 млн человек (по данным Mediascope, Cross Web, 03.2022). В него входит «Лента.ру», «Газета.Ru», портал «Рамблер», Championat.com, «Секрет фирмы», Motor.ru, Ferra.ru и ряд других медиаактивов. Благодаря…",Rambler&Co,Удаленная работа,,,,,другое
Главный бухгалтер (бухгалтер в единственном лице),50 000 руб.,"Вакансия компании: СервисТранс; Компания ""СервисТранс"" - предоставляет комплекс услуг в сфере складской логистики и транспортного обслуживания, погрузо-разгрузочных работ. Специализацией нашей компании являются грузовые перевозки по территории Московского региона и ЦФО, складские и мувинговые услуги…","JCat, сервис размещения объявлений",Удаленная работа,,,,,бухгалтер
